Time_Step_Min,DNI_Irradiance,Inlet_Temp,Current_Outlet_Temp,Previous_Salt_Flow,Optimal_Flow_Target
2885,0.0,290.94,290.94,0.0,0.0
2890,0.0,286.6,286.6,0.0,0.0
2895,0.0,290.35,290.35,0.0,0.0
2900,0.0,286.34,286.34,0.0,0.0
2905,0.0,296.33,296.33,0.0,0.0
2910,0.0,294.47,294.47,0.0,0.0
2915,0.0,288.67,288.67,0.0,0.0
2920,0.0,285.51,285.51,0.0,0.0
2925,0.0,288.24,288.24,0.0,0.0
2930,0.0,289.64,289.64,0.0,0.0
2935,0.0,286.48,286.48,0.0,0.0
2940,0.0,289.86,289.86,0.0,0.0
2945,0.0,289.62,289.62,0.0,0.0
2950,0.0,290.25,290.25,0.0,0.0
2955,0.0,290.46,290.46,0.0,0.0
2960,0.0,288.07,288.07,0.0,0.0
2965,0.0,288.29,288.29,0.0,0.0
2970,0.0,290.09,290.09,0.0,0.0
2975,0.0,288.74,288.74,0.0,0.0
2980,0.0,291.81,291.81,0.0,0.0
2985,0.0,290.07,290.07,0.0,0.0
2990,0.0,293.73,293.73,0.0,0.0
2995,0.0,291.64,291.64,0.0,0.0
3000,0.0,292.21,292.21,0.0,0.0
3005,0.0,290.27,290.27,0.0,0.0
3010,0.0,290.31,290.31,0.0,0.0
3015,0.0,293.46,293.46,0.0,0.0
3020,0.0,289.24,289.24,0.0,0.0
3025,0.0,291.09,291.09,0.0,0.0
3030,0.0,289.47,289.47,0.0,0.0
3035,0.0,289.46,289.46,0.0,0.0
3040,0.0,287.66,287.66,0.0,0.0
3045,0.0,288.51,288.51,0.0,0.0
3050,0.0,288.14,288.14,0.0,0.0
3055,0.0,291.19,291.19,0.0,0.0
3060,0.0,292.08,292.08,0.0,0.0
3065,0.0,289.81,289.81,0.0,0.0
3070,0.0,290.46,290.46,0.0,0.0
3075,0.0,289.7,289.7,0.0,0.0
3080,0.0,288.38,288.38,0.0,0.0
3085,0.0,291.72,291.72,0.0,0.0
3090,0.0,291.31,291.31,0.0,0.0
3095,0.0,286.21,286.21,0.0,0.0
3100,0.0,289.43,289.43,0.0,0.0
3105,0.0,288.24,288.24,0.0,0.0
3110,0.0,289.22,289.22,0.0,0.0
3115,0.0,288.66,288.66,0.0,0.0
3120,0.0,289.91,289.91,0.0,0.0
3125,0.0,289.34,289.34,0.0,0.0
3130,0.0,289.3,289.3,0.0,0.0
3135,0.0,292.21,292.21,0.0,0.0
3140,0.0,291.11,291.11,0.0,0.0
3145,0.0,288.59,288.59,0.0,0.0
3150,0.0,288.89,288.89,0.0,0.0
3155,0.0,290.98,290.98,0.0,0.0
3160,0.0,290.98,290.98,0.0,0.0
3165,0.0,288.79,288.79,0.0,0.0
3170,0.0,289.53,289.53,0.0,0.0
3175,0.0,293.69,293.69,0.0,0.0
3180,0.0,288.83,288.83,0.0,0.0
3185,0.0,293.82,293.82,0.0,0.0
3190,0.0,292.21,292.21,0.0,0.0
3195,0.0,293.45,293.45,0.0,0.0
3200,0.0,288.74,288.74,0.0,0.0
3205,0.0,289.66,289.66,0.0,0.0
3210,0.0,289.1,289.1,0.0,0.0
3215,0.0,292.25,292.25,0.0,0.0
3220,0.0,288.86,288.86,0.0,0.0
3225,0.0,291.46,291.46,0.0,0.0
3230,0.0,291.36,291.36,0.0,0.0
3235,0.0,289.9,289.9,0.0,0.0
3240,0.0,292.6,292.6,0.0,0.0
3245,17.69,290.22,600.0,0.0,0.0
3250,35.37,291.67,291.67,0.0,0.0
3255,53.04,289.01,600.0,0.0,50.1344
3260,70.68,288.55,391.0,50.1344,32.889
3265,88.28,291.46,600.0,32.889,83.7344
3270,105.84,290.86,290.86,83.7344,74.2869
3275,123.36,290.49,600.0,74.2869,132.5684
3280,140.81,289.31,289.31,132.5684,114.5251
3285,158.2,293.1,600.0,114.5251,175.0204
3290,175.51,287.77,287.77,175.0204,154.0055
3295,237.69,287.66,600.0,154.0055,263.5524
3300,258.82,291.88,291.88,263.5524,254.0967
3305,279.83,291.72,600.0,254.0967,316.6225
3310,300.71,290.71,290.71,316.6225,301.9541
3315,321.44,289.42,600.0,301.9541,362.4618
3320,342.02,291.0,291.0,362.4618,350.6129
3325,362.44,293.44,600.0,350.6129,416.196
3330,341.73,295.03,295.03,416.196,355.4978
3335,359.65,286.69,600.0,355.4978,402.6104
3340,377.39,289.16,289.16,402.6104,389.373
3345,442.29,289.04,600.0,389.373,502.4215
3350,364.92,293.25,293.25,502.4215,380.5271
3355,380.13,285.04,600.0,380.5271,423.8062
3360,395.15,291.03,291.03,423.8062,412.8037
3365,518.77,289.49,600.0,412.8037,592.0984
3370,537.3,293.28,293.28,592.0984,583.8985
3375,555.57,293.0,600.0,583.8985,642.9604
3380,573.58,290.73,290.73,642.9604,620.8756
3385,591.31,286.84,600.0,620.8756,670.0716
3390,408.66,288.85,288.85,670.0716,425.2255
3395,420.18,289.07,600.0,425.2255,476.8196
3400,431.5,287.35,287.35,476.8196,449.2892
3405,442.61,292.31,600.0,449.2892,508.9546
3410,453.52,287.09,287.09,508.9546,474.276
3415,464.21,293.93,600.0,474.276,537.5499
3420,474.67,293.93,293.93,537.5499,511.2469
3425,484.92,289.23,600.0,511.2469,552.0002
3430,494.93,290.66,290.66,552.0002,528.8186
3435,504.7,289.86,600.0,528.8186,576.527
3440,766.04,291.8,291.8,576.527,849.1279
3445,779.88,292.55,600.0,849.1279,905.8915
3450,793.35,290.52,290.52,905.8915,877.0346
3455,806.44,290.94,600.0,877.0346,931.7166
3460,819.15,288.76,288.76,931.7166,901.3906
3465,536.48,290.87,600.0,901.3906,615.9474
3470,544.17,290.33,290.33,615.9474,585.6422
3475,551.6,288.18,600.0,585.6422,627.3555
3480,866.03,289.97,289.97,627.3555,959.9948
3485,876.73,289.23,600.0,959.9948,1007.6844
3490,887.01,288.78,288.78,1007.6844,980.2077
3495,896.87,287.71,600.0,980.2077,1025.5029
3500,906.31,290.13,290.13,1025.5029,1007.5025
3505,915.31,288.44,600.0,1007.5025,1049.4981
3510,923.88,289.06,289.06,1049.4981,1024.0169
3515,932.01,292.15,600.0,1024.0169,1083.459
3520,758.6,291.26,291.26,1083.459,838.7333
3525,764.44,288.04,600.0,838.7333,873.3107
3530,769.92,290.7,290.7,873.3107,850.2494
3535,775.03,290.27,600.0,850.2494,892.7719
3540,779.77,293.4,293.4,892.7719,870.3325
3545,784.15,292.77,600.0,870.3325,911.5218
3550,788.15,286.93,286.93,911.5218,859.7291
3555,791.77,291.72,600.0,859.7291,917.418
3560,795.02,292.53,292.53,917.418,885.4756
3565,797.89,291.12,600.0,885.4756,922.1775
3570,800.37,289.33,289.33,922.1775,881.423
3575,994.06,294.83,600.0,881.423,1167.7876
3580,996.19,291.3,291.3,1167.7876,1117.1056
3585,818.81,293.95,600.0,1117.1056,956.6467
3590,819.78,292.7,292.7,956.6467,915.1907
3595,820.37,290.93,600.0,915.1907,947.82
3600,820.56,288.84,288.84,947.82,903.2974
3605,820.37,289.95,600.0,903.2974,944.7148
3610,819.78,289.56,289.56,944.7148,904.7352
3615,818.81,287.57,600.0,904.7352,934.7558
3620,817.44,291.3,291.3,934.7558,907.7593
3625,815.69,293.13,600.0,907.7593,950.0883
3630,813.54,289.4,289.4,950.0883,896.9774
3635,811.01,294.33,600.0,896.9774,948.8702
3640,808.1,286.88,286.88,948.8702,882.5778
3645,804.8,292.11,600.0,882.5778,934.023
3650,801.11,293.34,293.34,934.023,895.3187
3655,971.34,289.59,600.0,895.3187,1118.8849
3660,965.93,289.63,289.63,1118.8849,1075.0783
3665,960.05,292.09,600.0,1075.0783,1116.0981
3670,953.72,291.01,291.01,1116.0981,1066.2265
3675,714.92,286.01,600.0,1066.2265,810.0633
3680,709.46,288.31,288.31,810.0633,772.8647
3685,703.66,289.97,600.0,772.8647,808.8005
3690,697.52,287.26,287.26,808.8005,756.1574
3695,691.05,289.05,600.0,756.1574,791.5279
3700,684.25,287.31,287.31,791.5279,740.9804
3705,677.13,289.26,600.0,740.9804,775.9394
3710,669.68,289.33,289.33,775.9394,729.4599
3715,661.92,290.7,600.0,729.4599,762.1154
3720,653.84,289.82,289.82,762.1154,712.3034
3725,645.45,291.01,600.0,712.3034,743.6553
3730,843.39,290.77,290.77,743.6553,936.3233
3735,831.47,292.06,600.0,936.3233,964.9267
3740,819.15,291.75,291.75,964.9267,911.2498
3745,806.44,291.54,600.0,911.2498,933.6706
3750,793.35,296.21,296.21,933.6706,895.6127
3755,549.63,290.69,600.0,895.6127,630.4144
3760,539.88,295.19,295.19,630.4144,591.099
3765,529.87,290.82,600.0,591.099,607.6763
3770,519.61,289.83,289.83,607.6763,555.9839
3775,509.1,289.25,600.0,555.9839,580.429
3780,498.34,293.02,293.02,580.429,537.4364
3785,487.35,293.28,600.0,537.4364,563.1662
3790,476.13,291.2,291.2,563.1662,507.8616
3795,464.68,292.27,600.0,507.8616,534.5533
3800,453.01,287.45,287.45,534.5533,474.295
3805,441.13,286.9,600.0,474.295,497.341
3810,608.76,292.49,292.49,497.341,666.2747
3815,591.31,289.75,600.0,666.2747,677.0267
3820,573.58,291.5,291.5,677.0267,622.6181
3825,555.57,288.57,600.0,622.6181,632.7609
3830,537.3,293.31,293.31,632.7609,583.9797
3835,433.49,286.92,600.0,583.9797,488.1754
3840,417.8,287.23,287.23,488.1754,433.2929
3845,401.92,292.89,600.0,433.2929,462.107
3850,385.84,284.78,284.78,462.107,392.946
3855,369.58,290.76,600.0,392.946,420.8817
3860,353.14,289.79,289.79,420.8817,362.0109
3865,336.54,288.53,600.0,362.0109,378.851
3870,319.77,289.6,289.6,378.851,322.9295
3875,302.85,288.3,600.0,322.9295,339.5398
3880,285.79,293.08,293.08,339.5398,287.0145
3885,321.44,293.61,600.0,287.0145,367.8883
3890,300.71,288.63,288.63,367.8883,299.6827
3895,279.83,290.55,600.0,299.6827,315.4928
3900,258.82,287.35,287.35,315.4928,249.9469
3905,237.69,292.15,600.0,249.9469,267.9161
3910,216.44,292.09,292.09,267.9161,204.517
3915,195.09,289.41,600.0,204.517,215.397
3920,173.65,290.03,290.03,215.397,153.1024
3925,152.12,289.81,600.0,153.1024,165.8045
3930,130.53,286.76,286.76,165.8045,101.626
3935,73.07,293.09,600.0,101.626,74.8339
3940,58.5,288.47,480.77,74.8339,18.7627
3945,43.9,288.48,600.0,18.7627,0.0
3950,29.28,289.7,289.7,0.0,0.0
3955,14.64,291.99,574.12,0.0,0.0
3960,0.0,288.82,288.82,0.0,0.0
3965,0.0,286.1,286.1,0.0,0.0
3970,0.0,288.23,288.23,0.0,0.0
3975,0.0,290.85,290.85,0.0,0.0
3980,0.0,294.38,294.38,0.0,0.0
3985,0.0,287.48,287.48,0.0,0.0
3990,0.0,287.41,287.41,0.0,0.0
3995,0.0,286.97,286.97,0.0,0.0
4000,0.0,286.73,286.73,0.0,0.0
4005,0.0,292.41,292.41,0.0,0.0
4010,0.0,292.99,292.99,0.0,0.0
4015,0.0,290.36,290.36,0.0,0.0
4020,0.0,289.06,289.06,0.0,0.0
4025,0.0,293.58,293.58,0.0,0.0
4030,0.0,290.35,290.35,0.0,0.0
4035,0.0,292.18,292.18,0.0,0.0
4040,0.0,288.97,288.97,0.0,0.0
4045,0.0,290.09,290.09,0.0,0.0
4050,0.0,287.53,287.53,0.0,0.0
4055,0.0,291.26,291.26,0.0,0.0
4060,0.0,290.38,290.38,0.0,0.0
4065,0.0,288.21,288.21,0.0,0.0
4070,0.0,288.24,288.24,0.0,0.0
4075,0.0,293.23,293.23,0.0,0.0
4080,0.0,293.94,293.94,0.0,0.0
4085,0.0,289.57,289.57,0.0,0.0
4090,0.0,290.14,290.14,0.0,0.0
4095,0.0,290.8,290.8,0.0,0.0
4100,0.0,290.3,290.3,0.0,0.0
4105,0.0,286.65,286.65,0.0,0.0
4110,0.0,290.86,290.86,0.0,0.0
4115,0.0,285.82,285.82,0.0,0.0
4120,0.0,288.53,288.53,0.0,0.0
4125,0.0,291.01,291.01,0.0,0.0
4130,0.0,291.2,291.2,0.0,0.0
4135,0.0,288.38,288.38,0.0,0.0
4140,0.0,289.08,289.08,0.0,0.0
4145,0.0,288.81,288.81,0.0,0.0
4150,0.0,289.79,289.79,0.0,0.0
4155,0.0,289.95,289.95,0.0,0.0
4160,0.0,291.34,291.34,0.0,0.0
4165,0.0,288.97,288.97,0.0,0.0
4170,0.0,290.75,290.75,0.0,0.0
4175,0.0,291.01,291.01,0.0,0.0
4180,0.0,290.4,290.4,0.0,0.0
4185,0.0,289.48,289.48,0.0,0.0
4190,0.0,290.36,290.36,0.0,0.0
4195,0.0,291.5,291.5,0.0,0.0
4200,0.0,291.68,291.68,0.0,0.0
4205,0.0,293.63,293.63,0.0,0.0
4210,0.0,288.02,288.02,0.0,0.0
4215,0.0,289.12,289.12,0.0,0.0
4220,0.0,286.77,286.77,0.0,0.0
4225,0.0,291.86,291.86,0.0,0.0
4230,0.0,289.33,289.33,0.0,0.0
4235,0.0,290.41,290.41,0.0,0.0
4240,0.0,288.79,288.79,0.0,0.0
4245,0.0,289.35,289.35,0.0,0.0
4250,0.0,292.45,292.45,0.0,0.0
4255,0.0,291.39,291.39,0.0,0.0
4260,0.0,289.78,289.78,0.0,0.0
4265,0.0,291.54,291.54,0.0,0.0
4270,0.0,291.58,291.58,0.0,0.0
4275,0.0,289.22,289.22,0.0,0.0
4280,0.0,287.06,287.06,0.0,0.0
4285,0.0,288.2,288.2,0.0,0.0
4290,0.0,287.32,287.32,0.0,0.0
4295,0.0,292.33,292.33,0.0,0.0
4300,0.0,292.68,292.68,0.0,0.0
4305,0.0,293.17,293.17,0.0,0.0
4310,0.0,285.96,285.96,0.0,0.0
4315,0.0,292.14,292.14,0.0,0.0
4320,0.0,294.42,294.42,0.0,0.0
4325,0.0,292.22,292.22,0.0,0.0
4330,0.0,285.7,285.7,0.0,0.0
4335,0.0,293.54,293.54,0.0,0.0
4340,0.0,290.08,290.08,0.0,0.0
4345,0.0,289.54,289.54,0.0,0.0
4350,0.0,290.9,290.9,0.0,0.0
4355,0.0,287.9,287.9,0.0,0.0
4360,0.0,290.01,290.01,0.0,0.0
4365,0.0,293.24,293.24,0.0,0.0
4370,0.0,291.24,291.24,0.0,0.0
4375,0.0,290.12,290.12,0.0,0.0
4380,0.0,290.18,290.18,0.0,0.0
4385,0.0,287.64,287.64,0.0,0.0
4390,0.0,289.7,289.7,0.0,0.0
4395,0.0,286.73,286.73,0.0,0.0
4400,0.0,292.04,292.04,0.0,0.0
4405,0.0,285.63,285.63,0.0,0.0
4410,0.0,291.71,291.71,0.0,0.0
4415,0.0,291.96,291.96,0.0,0.0
4420,0.0,292.64,292.64,0.0,0.0
4425,0.0,290.17,290.17,0.0,0.0
4430,0.0,291.83,291.83,0.0,0.0
4435,0.0,289.68,289.68,0.0,0.0
4440,0.0,287.63,287.63,0.0,0.0
4445,0.0,293.06,293.06,0.0,0.0
4450,0.0,289.81,289.81,0.0,0.0
4455,0.0,287.18,287.18,0.0,0.0
4460,0.0,289.07,289.07,0.0,0.0
4465,0.0,289.15,289.15,0.0,0.0
4470,0.0,290.92,290.92,0.0,0.0
4475,0.0,294.69,294.69,0.0,0.0
4480,0.0,291.04,291.04,0.0,0.0
4485,0.0,290.41,290.41,0.0,0.0
4490,0.0,294.91,294.91,0.0,0.0
4495,0.0,291.96,291.96,0.0,0.0
4500,0.0,290.51,290.51,0.0,0.0
4505,0.0,289.04,289.04,0.0,0.0
4510,0.0,290.63,290.63,0.0,0.0
4515,0.0,289.87,289.87,0.0,0.0
4520,0.0,290.18,290.18,0.0,0.0
4525,0.0,292.63,292.63,0.0,0.0
4530,0.0,288.92,288.92,0.0,0.0
4535,0.0,291.03,291.03,0.0,0.0
4540,0.0,291.9,291.9,0.0,0.0
4545,0.0,288.68,288.68,0.0,0.0
4550,0.0,288.35,288.35,0.0,0.0
4555,0.0,289.7,289.7,0.0,0.0
4560,0.0,289.08,289.08,0.0,0.0
4565,0.0,292.3,292.3,0.0,0.0
4570,0.0,288.0,288.0,0.0,0.0
4575,0.0,290.14,290.14,0.0,0.0
4580,0.0,295.09,295.09,0.0,0.0
4585,0.0,290.83,290.83,0.0,0.0
4590,0.0,291.16,291.16,0.0,0.0
4595,0.0,292.32,292.32,0.0,0.0
4600,0.0,289.07,289.07,0.0,0.0
4605,0.0,287.84,287.84,0.0,0.0
4610,0.0,290.35,290.35,0.0,0.0
4615,0.0,290.53,290.53,0.0,0.0
4620,0.0,286.76,286.76,0.0,0.0
4625,0.0,290.75,290.75,0.0,0.0
4630,0.0,292.14,292.14,0.0,0.0
4635,0.0,288.17,288.17,0.0,0.0
4640,0.0,290.87,290.87,0.0,0.0
4645,0.0,291.78,291.78,0.0,0.0
4650,0.0,291.17,291.17,0.0,0.0
4655,0.0,291.36,291.36,0.0,0.0
4660,0.0,289.51,289.51,0.0,0.0
4665,0.0,287.74,287.74,0.0,0.0
4670,0.0,289.11,289.11,0.0,0.0
4675,0.0,288.83,288.83,0.0,0.0
4680,0.0,289.84,289.84,0.0,0.0
4685,21.81,292.19,600.0,0.0,0.0
4690,43.62,287.38,600.0,0.0,0.0
4695,65.4,290.29,428.77,0.0,26.9455
4700,87.16,287.87,600.0,26.9455,77.4445
4705,108.87,288.52,288.52,77.4445,77.1616
4710,130.53,291.12,600.0,77.1616,141.4207
4715,120.31,287.62,287.62,141.4207,90.1396
4720,137.34,291.47,600.0,90.1396,149.645
4725,154.3,287.3,287.3,149.645,129.2574
4730,171.18,291.33,600.0,129.2574,189.2323
4735,187.99,286.9,286.9,189.2323,167.9028
4740,258.82,288.76,600.0,167.9028,289.1877
4745,279.83,293.79,293.79,289.1877,280.7159
4750,300.71,293.42,600.0,280.7159,343.1092
4755,321.44,289.17,289.17,343.1092,324.3705
4760,342.02,290.78,600.0,324.3705,388.4133
4765,362.44,292.41,292.41,388.4133,376.4264
4770,382.68,291.36,600.0,376.4264,436.6534
4775,402.75,289.45,289.45,436.6534,419.2785
4780,422.62,288.5,600.0,419.2785,478.6294
4785,442.29,291.74,291.74,478.6294,469.1631
4790,461.75,292.26,600.0,469.1631,531.0577
4795,480.99,293.43,293.43,531.0577,517.769
4800,500.0,286.63,600.0,517.769,564.2366
4805,518.77,287.49,287.49,564.2366,550.3331
4810,473.97,292.32,600.0,550.3331,545.8347
4815,490.09,286.9,286.9,545.8347,516.0922
4820,505.97,292.48,600.0,516.0922,583.82
4825,521.62,289.57,289.57,583.82,557.7906
4830,537.01,288.96,600.0,557.7906,612.2403
4835,552.15,290.41,290.41,612.2403,595.1412
4840,567.03,287.31,600.0,595.1412,643.1953
4845,581.63,291.65,291.65,643.1953,632.4063
4850,595.96,293.38,600.0,632.4063,691.6315
4855,610.01,291.74,291.74,691.6315,665.9065
4860,623.77,289.51,600.0,665.9065,714.2507
4865,637.22,286.92,286.92,714.2507,685.7404
4870,650.38,287.0,600.0,685.7404,738.8169
4875,663.23,287.34,287.34,738.8169,716.7861
4880,766.04,289.98,600.0,716.7861,881.5823
4885,779.88,290.23,290.23,881.5823,860.3998
4890,793.35,291.74,600.0,860.3998,919.1035
4895,563.89,286.41,286.41,919.1035,600.0923
4900,572.77,292.62,600.0,600.0923,662.7715
4905,581.38,291.39,291.39,662.7715,631.5151
4910,589.72,289.35,600.0,631.5151,674.2706
4915,597.78,287.62,287.62,674.2706,641.877
4920,605.55,292.5,600.0,641.877,700.94
4925,613.03,289.4,289.4,700.94,663.7613
4930,620.22,289.96,600.0,663.7613,711.4528
4935,627.12,290.77,290.77,711.4528,683.5358
4940,633.71,288.17,600.0,683.5358,722.3937
4945,915.31,289.44,289.44,722.3937,1015.4549
4950,923.88,291.73,600.0,1015.4549,1072.2358
4955,932.01,291.53,291.53,1072.2358,1042.7944
4960,617.63,291.55,600.0,1042.7944,712.4056
4965,622.39,287.69,287.69,712.4056,670.4897
4970,626.85,289.53,600.0,670.4897,718.1654
4975,631.02,289.21,289.21,718.1654,684.2011
4980,634.88,290.85,600.0,684.2011,730.9131
4985,638.44,290.67,290.67,730.9131,696.5248
4990,641.69,290.31,600.0,696.5248,737.3328
4995,980.79,294.93,294.93,737.3328,1113.8265
5000,984.81,289.42,600.0,1113.8265,1133.7342
5005,988.36,289.18,289.18,1133.7342,1099.4224
5010,991.44,287.69,600.0,1099.4224,1134.7105
5015,994.06,286.92,286.92,1134.7105,1097.0511
5020,996.19,287.56,600.0,1097.0511,1139.8272
5025,782.82,288.56,288.56,1139.8272,858.6267
5030,783.76,292.62,600.0,858.6267,910.9019
5035,784.32,290.08,290.08,910.9019,865.1012
5040,784.5,290.39,600.0,865.1012,904.2633
5045,999.76,289.81,289.81,904.2633,1115.1905
5050,687.93,290.73,600.0,1115.1905,792.5568
5055,687.11,292.8,292.8,792.5568,759.3015
5060,685.97,286.01,600.0,759.3015,776.6959
5065,684.49,292.44,292.44,776.6959,755.1986
5070,682.7,284.97,600.0,755.1986,770.0859
5075,680.57,290.06,290.06,770.0859,744.0891
5080,678.13,294.38,600.0,744.0891,791.6246
5085,675.36,291.36,291.36,791.6246,741.5266
5090,672.26,290.75,600.0,741.5266,774.1865
5095,668.85,294.0,294.0,774.1865,741.0664
5100,665.12,288.59,600.0,741.0664,759.6994
5105,661.08,290.87,290.87,759.6994,723.4972
5110,656.72,291.16,600.0,723.4972,757.181
5115,946.93,288.96,288.96,757.181,1050.4016
5120,939.69,289.13,600.0,1050.4016,1080.5399
5125,659.72,288.91,288.91,1080.5399,716.7953
5130,653.97,290.17,600.0,716.7953,751.3986
5135,647.9,291.09,291.09,751.3986,708.6725
5140,641.53,290.25,600.0,708.6725,736.9382
5145,634.85,291.42,291.42,736.9382,694.2242
5150,627.87,286.06,600.0,694.2242,710.1647
5155,620.59,289.56,289.56,710.1647,672.9528
5160,613.01,287.95,600.0,672.9528,697.951
5165,854.91,290.6,290.6,697.951,949.2222
5170,843.39,290.57,600.0,949.2222,973.6274
5175,831.47,289.77,289.77,973.6274,919.0431
5180,819.15,291.02,600.0,919.0431,946.9133
5185,806.44,292.0,292.0,946.9133,897.1582
5190,793.35,289.88,600.0,897.1582,912.7776
5195,779.88,287.9,287.9,912.7776,853.1646
5200,766.04,286.84,600.0,853.1646,871.6006
5205,751.84,290.07,290.07,871.6006,827.2196
5210,737.28,290.48,600.0,827.2196,849.443
5215,722.36,288.06,288.06,849.443,787.0965
5220,707.11,291.45,600.0,787.0965,817.2311
5225,691.51,289.08,289.08,817.2311,754.1704
5230,675.59,286.69,600.0,754.1704,766.8764
5235,528.54,292.51,292.51,766.8764,571.955
5240,515.26,292.29,600.0,571.955,593.9549
5245,501.75,285.97,285.97,593.9549,527.7648
5250,487.99,288.87,600.0,527.7648,555.3871
5255,474.0,288.8,288.8,555.3871,500.9689
5260,459.78,293.28,600.0,500.9689,530.928
5265,445.35,289.8,289.8,530.928,469.4296
5270,430.7,287.01,600.0,469.4296,485.3557
5275,415.85,291.76,291.76,485.3557,438.1994
5280,500.0,287.54,600.0,438.1994,566.2051
5285,373.85,289.48,289.48,566.2051,385.6994
5290,358.89,288.46,600.0,385.6994,404.6934
5295,343.77,288.88,288.88,404.6934,349.9436
5300,328.48,291.87,600.0,349.9436,374.0997
5305,313.03,293.04,293.04,374.0997,319.0779
5310,297.44,287.45,600.0,319.0779,332.0139
5315,281.7,291.25,291.25,332.0139,280.3069
5320,265.84,288.53,600.0,280.3069,296.7922
5325,196.61,288.6,288.6,296.7922,178.9323
5330,183.93,290.98,600.0,178.9323,203.8099
5335,171.16,287.94,287.94,203.8099,149.0662
5340,158.31,290.94,600.0,149.0662,173.8594
5345,145.38,291.46,291.46,173.8594,120.7774
5350,132.39,289.13,600.0,120.7774,142.3679
5355,195.09,292.65,292.65,142.3679,179.8112
5360,173.65,287.45,600.0,179.8112,189.0791
5365,152.12,292.69,292.69,189.0791,129.2599
5370,130.53,286.11,600.0,129.2599,138.6059
5375,108.87,295.4,295.4,138.6059,79.1306
5380,87.16,289.19,600.0,79.1306,89.5655
5385,65.4,287.68,430.38,89.5655,26.6916
5390,43.62,289.53,600.0,26.6916,0.0
5395,17.26,287.91,287.91,0.0,0.0
5400,0.0,290.77,290.77,0.0,0.0
5405,0.0,292.74,292.74,0.0,0.0
5410,0.0,288.01,288.01,0.0,0.0
5415,0.0,291.16,291.16,0.0,0.0
5420,0.0,286.93,286.93,0.0,0.0
5425,0.0,292.07,292.07,0.0,0.0
5430,0.0,290.83,290.83,0.0,0.0
5435,0.0,292.15,292.15,0.0,0.0
5440,0.0,289.76,289.76,0.0,0.0
5445,0.0,289.13,289.13,0.0,0.0
5450,0.0,291.63,291.63,0.0,0.0
5455,0.0,287.38,287.38,0.0,0.0
5460,0.0,286.51,286.51,0.0,0.0
5465,0.0,289.99,289.99,0.0,0.0
5470,0.0,289.22,289.22,0.0,0.0
5475,0.0,291.11,291.11,0.0,0.0
5480,0.0,292.18,292.18,0.0,0.0
5485,0.0,291.07,291.07,0.0,0.0
5490,0.0,292.02,292.02,0.0,0.0
5495,0.0,290.64,290.64,0.0,0.0
5500,0.0,290.99,290.99,0.0,0.0
5505,0.0,289.77,289.77,0.0,0.0
5510,0.0,290.93,290.93,0.0,0.0
5515,0.0,290.33,290.33,0.0,0.0
5520,0.0,290.65,290.65,0.0,0.0
5525,0.0,289.67,289.67,0.0,0.0
5530,0.0,291.62,291.62,0.0,0.0
5535,0.0,288.58,288.58,0.0,0.0
5540,0.0,289.96,289.96,0.0,0.0
5545,0.0,292.62,292.62,0.0,0.0
5550,0.0,288.1,288.1,0.0,0.0
5555,0.0,285.68,285.68,0.0,0.0
5560,0.0,290.73,290.73,0.0,0.0
5565,0.0,289.49,289.49,0.0,0.0
5570,0.0,292.02,292.02,0.0,0.0
5575,0.0,289.74,289.74,0.0,0.0
5580,0.0,288.79,288.79,0.0,0.0
5585,0.0,289.85,289.85,0.0,0.0
5590,0.0,292.19,292.19,0.0,0.0
5595,0.0,291.15,291.15,0.0,0.0
5600,0.0,285.13,285.13,0.0,0.0
5605,0.0,290.37,290.37,0.0,0.0
5610,0.0,290.47,290.47,0.0,0.0
5615,0.0,289.96,289.96,0.0,0.0
5620,0.0,288.78,288.78,0.0,0.0
5625,0.0,292.39,292.39,0.0,0.0
5630,0.0,292.49,292.49,0.0,0.0
5635,0.0,285.59,285.59,0.0,0.0
5640,0.0,288.4,288.4,0.0,0.0
5645,0.0,289.71,289.71,0.0,0.0
5650,0.0,291.9,291.9,0.0,0.0
5655,0.0,290.07,290.07,0.0,0.0
5660,0.0,288.63,288.63,0.0,0.0
5665,0.0,291.42,291.42,0.0,0.0
5670,0.0,289.58,289.58,0.0,0.0
5675,0.0,289.77,289.77,0.0,0.0
5680,0.0,289.95,289.95,0.0,0.0
5685,0.0,291.15,291.15,0.0,0.0
5690,0.0,289.38,289.38,0.0,0.0
5695,0.0,291.37,291.37,0.0,0.0
5700,0.0,289.85,289.85,0.0,0.0
5705,0.0,287.87,287.87,0.0,0.0
5710,0.0,289.93,289.93,0.0,0.0
5715,0.0,287.97,287.97,0.0,0.0
5720,0.0,290.08,290.08,0.0,0.0
5725,0.0,291.66,291.66,0.0,0.0
5730,0.0,287.85,287.85,0.0,0.0
5735,0.0,290.73,290.73,0.0,0.0
5740,0.0,288.34,288.34,0.0,0.0
5745,0.0,290.4,290.4,0.0,0.0
5750,0.0,291.72,291.72,0.0,0.0
5755,0.0,285.74,285.74,0.0,0.0
5760,0.0,287.77,287.77,0.0,0.0
5765,0.0,289.26,289.26,0.0,0.0
5770,0.0,290.63,290.63,0.0,0.0
5775,0.0,289.67,289.67,0.0,0.0
5780,0.0,289.91,289.91,0.0,0.0
5785,0.0,294.09,294.09,0.0,0.0
5790,0.0,287.58,287.58,0.0,0.0
